Eval Num,f(x),f(x*),Elapsed Time
1,-76.83,-76.83000183105469,0.004422903060913086
2,-74.94,-76.83000183105469,0.011530637741088867
3,-78.68,-78.68000030517578,0.01861429214477539
4,-69.18,-78.68000030517578,0.025945663452148438
5,-88.21,-88.20999908447266,0.03380942344665527
6,-70.41,-88.20999908447266,0.041452884674072266
7,-87.31,-88.20999908447266,0.048912763595581055
8,-70.44,-88.20999908447266,0.055322885513305664
9,-76.16,-88.20999908447266,0.06078600883483887
10,-78.78,-88.20999908447266,0.06864237785339355
11,-76.44,-88.20999908447266,0.07398700714111328
12,-64.97,-88.20999908447266,0.08228683471679688
13,-83.64,-88.20999908447266,0.0913381576538086
14,-80.98,-88.20999908447266,0.10012173652648926
15,-85.32,-88.20999908447266,0.10937166213989258
16,-61.63,-88.20999908447266,0.11801624298095703
17,-74.97,-88.20999908447266,0.1259298324584961
18,-65.47,-88.20999908447266,0.1337299346923828
19,-63.49,-88.20999908447266,0.14147067070007324
20,-83.4,-88.20999908447266,0.1487126350402832
21,-79.47,-88.20999908447266,1.673781394958496
22,-93.1,-93.0999984741211,3.2340621948242188
23,-92.2,-93.0999984741211,4.243650913238525
24,-72.66,-93.0999984741211,5.786326169967651
25,-72.84,-93.0999984741211,7.360390901565552
26,-96.71,-96.70999908447266,8.964651346206665
27,-99.24,-99.23999786376953,10.525006294250488
28,-92.79,-99.23999786376953,12.083875894546509
29,-98.24,-99.23999786376953,13.697004079818726
30,-95.93,-99.23999786376953,15.329444169998169
31,-79.89,-99.23999786376953,16.90650773048401
32,-96.28,-99.23999786376953,18.184611082077026
33,-91.17,-99.23999786376953,19.766478300094604
34,-94.29,-99.23999786376953,21.29783582687378
35,-92.03,-99.23999786376953,22.88042163848877
36,-91.03,-99.23999786376953,24.487446546554565
37,-90.89,-99.23999786376953,26.083681344985962
38,-97.24,-99.23999786376953,27.671669006347656
39,-93.87,-99.23999786376953,29.26876211166382
40,-103.1,-103.0999984741211,30.850166082382202
41,-103.1,-103.0999984741211,32.465259313583374
42,-102.3,-103.0999984741211,34.03890872001648
43,-94.3,-103.0999984741211,35.692049503326416
44,-102.32,-103.0999984741211,37.26582098007202
45,-85.28,-103.0999984741211,38.810620069503784
46,-79.58,-103.0999984741211,40.33610987663269
47,-102.3,-103.0999984741211,41.900065660476685
48,-83.14,-103.0999984741211,43.508540630340576
49,-87.45,-103.0999984741211,45.08518028259277
50,-84.36,-103.0999984741211,46.639732122421265
51,-99.29,-103.0999984741211,48.20283842086792
52,-106.14,-106.13999938964844,49.80017161369324
53,-106.14,-106.13999938964844,51.444554567337036
54,-99.55,-106.13999938964844,52.61330199241638
55,-106.14,-106.13999938964844,53.80127191543579
56,-104.09,-106.13999938964844,55.45710277557373
57,-91.8,-106.13999938964844,57.04151725769043
58,-101.52,-106.13999938964844,58.52219820022583
59,-87.52,-106.13999938964844,60.08362364768982
60,-99.78,-106.13999938964844,61.659584522247314
61,-86.57,-106.13999938964844,63.252665281295776
62,-106.74,-106.73999786376953,64.84223866462708
63,-87.55,-106.73999786376953,66.42707133293152
64,-103.6,-106.73999786376953,67.9961748123169
65,-107.2,-107.19999694824219,69.10901713371277
66,-106.87,-107.19999694824219,70.76077079772949
67,-91.68,-107.19999694824219,72.4241578578949
68,-104.51,-107.19999694824219,73.98455810546875
69,-99.85,-107.19999694824219,75.5610864162445
70,-102.79,-107.19999694824219,77.14645791053772
71,-105.96,-107.19999694824219,78.73169922828674
72,-80.41,-107.19999694824219,80.3656702041626
