Eval Num,f(x),f(x*),Elapsed Time
1,21.421776107345604,21.421775817871094,0.0023751258850097656
2,21.478069076923113,21.421775817871094,0.004473447799682617
3,21.67423744041746,21.421775817871094,0.0065460205078125
4,21.35864543323523,21.358644485473633,0.008650779724121094
5,21.132279790945912,21.132280349731445,0.010734081268310547
6,21.150906919768932,21.132280349731445,0.012851476669311523
7,21.021421909895093,21.021421432495117,0.014935016632080078
8,21.121665907936823,21.021421432495117,0.016991853713989258
9,21.710301855434672,21.021421432495117,0.019047975540161133
10,21.211359920496637,21.021421432495117,0.02109503746032715
11,21.51817459367634,21.021421432495117,0.023158788681030273
12,21.271425826298923,21.021421432495117,0.025209426879882812
13,21.2674449974189,21.021421432495117,0.027269601821899414
14,21.563884194282007,21.021421432495117,0.029325008392333984
15,20.92449973866058,20.92449951171875,0.031402587890625
16,20.928418935396806,20.92449951171875,0.03346061706542969
17,21.587748288295117,20.92449951171875,0.035515785217285156
18,21.24053602325366,20.92449951171875,0.03756976127624512
19,21.60601364907185,20.92449951171875,0.03961539268493652
20,21.56248623591428,20.92449951171875,0.041706085205078125
21,20.407600892037,20.40760040283203,1.102149248123169
22,19.99764045199819,19.99764060974121,2.1920597553253174
23,19.79523212883783,19.79523277282715,3.2861239910125732
24,19.89703613024665,19.79523277282715,4.379490852355957
25,19.624020817583656,19.624021530151367,5.472900629043579
26,19.879043393115822,19.624021530151367,6.591430187225342
27,19.717932885722792,19.624021530151367,7.796387195587158
28,19.257591828343205,19.257591247558594,8.962751388549805
29,19.045771790504524,19.045772552490234,10.221923351287842
30,18.7944159219749,18.794416427612305,11.306609630584717
31,19.45044424742616,18.794416427612305,12.421008825302124
32,18.7944159219749,18.794416427612305,13.543013572692871
33,18.37117570350709,18.37117576599121,14.676080465316772
34,18.5247215657341,18.37117576599121,15.893532752990723
35,19.88336222897173,18.37117576599121,17.09300708770752
36,19.17863445247894,18.37117576599121,18.291109085083008
37,18.48116471604554,18.37117576599121,19.493770122528076
38,19.62287279574476,18.37117576599121,20.71878457069397
39,18.37117570350709,18.37117576599121,21.934581995010376
40,18.965269768579564,18.37117576599121,23.148136138916016
41,18.899016568620873,18.37117576599121,24.34147071838379
42,19.09984072512322,18.37117576599121,25.488661527633667
43,18.88840987065683,18.37117576599121,26.6734676361084
44,18.88840987065683,18.37117576599121,27.879510164260864
45,19.04730349060122,18.37117576599121,29.038788080215454
46,18.615434593539607,18.37117576599121,30.22022581100464
47,18.157578085465673,18.157577514648438,31.406004667282104
48,18.785721898770678,18.157577514648438,32.63164710998535
49,18.785721898770678,18.157577514648438,33.83911180496216
50,19.22320207782855,18.157577514648438,35.0519745349884
51,19.71002526849269,18.157577514648438,36.30969500541687
52,18.157578085465673,18.157577514648438,37.53149604797363
53,19.43072413862871,18.157577514648438,38.7578911781311
54,17.730835018006985,17.7308349609375,39.98779487609863
55,17.89201412619764,17.7308349609375,41.219719648361206
56,18.410040863122436,17.7308349609375,42.456462144851685
57,17.71859604541965,17.718595504760742,43.69329810142517
58,18.824574212323753,17.718595504760742,44.94252324104309
59,17.90752851537136,17.718595504760742,46.22932529449463
60,18.5247215657341,17.718595504760742,47.530007123947144
61,17.670332623589005,17.670331954956055,48.84150505065918
62,18.677802771492242,17.670331954956055,50.14071583747864
63,17.325546942062832,17.325546264648438,51.44343566894531
64,16.9255185314146,16.925518035888672,52.75349497795105
65,17.670332623589005,16.925518035888672,54.055785179138184
66,18.133507358914894,16.925518035888672,55.363250494003296
67,17.046374588003697,16.925518035888672,56.67536187171936
68,16.925518531414603,16.925518035888672,57.99322557449341
69,17.510483267180984,16.925518035888672,59.31790375709534
70,19.02612596919136,16.925518035888672,60.664193630218506
71,17.0463745880037,16.925518035888672,62.00208568572998
72,19.168364198479136,16.925518035888672,63.35009837150574
73,17.119204608831797,16.925518035888672,64.69162082672119
74,17.97375970555674,16.925518035888672,66.04745483398438
75,19.669617527799453,16.925518035888672,67.40998411178589
76,17.046374588003697,16.925518035888672,68.78139662742615
77,17.89201412619764,16.925518035888672,70.15882754325867
78,19.512504698625744,16.925518035888672,71.54692840576172
79,17.046374588003697,16.925518035888672,72.94246196746826
80,17.0463745880037,16.925518035888672,74.35086512565613
81,17.046374588003697,16.925518035888672,75.76948261260986
82,16.134700764623258,16.134700775146484,77.20299053192139
83,16.446853835317523,16.134700775146484,78.64432907104492
84,15.788605982465887,15.788605690002441,80.09356927871704
85,18.218415588492125,15.788605690002441,81.55507373809814
86,13.872417673324417,13.872417449951172,83.02756643295288
87,18.33070988437941,13.872417449951172,84.50646376609802
88,19.460120824413195,13.872417449951172,85.99503707885742
89,20.111191955342463,13.872417449951172,87.49116802215576
90,21.32556347413554,13.872417449951172,89.00562262535095
91,21.33910873457317,13.872417449951172,90.52459669113159
92,15.948957637919777,13.872417449951172,92.05774140357971
93,14.808151111023806,13.872417449951172,93.6059410572052
94,18.21551113337901,13.872417449951172,95.1646409034729
95,21.603009161157125,13.872417449951172,96.73242330551147
96,21.522252581373476,13.872417449951172,98.31685042381287
97,21.202364585504544,13.872417449951172,99.90162301063538
98,17.19241191517947,13.872417449951172,101.50888013839722
99,21.20986037202676,13.872417449951172,103.131032705307
100,19.37433419872409,13.872417449951172,104.7662079334259
101,19.017923011755652,13.872417449951172,106.41177606582642
102,19.524174482743806,13.872417449951172,108.07481384277344
103,19.255220624283695,13.872417449951172,109.75041937828064
104,21.041863224749434,13.872417449951172,111.43722200393677
105,20.861108836016435,13.872417449951172,113.1335961818695
106,21.458709391295862,13.872417449951172,114.85075092315674
