Eval Num,f(x),f(x*),Elapsed Time
1,-66.64,-66.63999938964844,0.005825519561767578
2,-81.57,-81.56999969482422,0.01358938217163086
3,-82.01,-82.01000213623047,0.02083134651184082
4,-66.77,-82.01000213623047,0.028305530548095703
5,-88.98,-88.9800033569336,0.03629875183105469
6,-72.99,-88.9800033569336,0.044678449630737305
7,-75.69,-88.9800033569336,0.052979230880737305
8,-77.8,-88.9800033569336,0.061235666275024414
9,-96.39,-96.38999938964844,0.06829643249511719
10,-72.54,-96.38999938964844,0.07206010818481445
11,-84.99,-96.38999938964844,0.07637143135070801
12,-60.27,-96.38999938964844,0.08094978332519531
13,-78.62,-96.38999938964844,0.08946895599365234
14,-77.38,-96.38999938964844,0.09744095802307129
15,-84.77,-96.38999938964844,0.105255126953125
16,-66.41,-96.38999938964844,0.11255550384521484
17,-78.51,-96.38999938964844,0.11878323554992676
18,-76.95,-96.38999938964844,0.12535524368286133
19,-90.74,-96.38999938964844,0.12993884086608887
20,-74.05,-96.38999938964844,0.1350557804107666
21,-96.42,-96.41999816894531,1.6185266971588135
22,-96.42,-96.41999816894531,3.1171469688415527
23,-89.28,-96.41999816894531,4.57153582572937
24,-92.6,-96.41999816894531,6.106763124465942
25,-96.54,-96.54000091552734,7.581008672714233
26,-96.54,-96.54000091552734,9.08572244644165
27,-96.23,-96.54000091552734,10.538127899169922
28,-90.34,-96.54000091552734,11.985178709030151
29,-96.54,-96.54000091552734,13.527759552001953
30,-99.01,-99.01000213623047,14.962121725082397
31,-94.36,-99.01000213623047,16.459713459014893
32,-99.01,-99.01000213623047,18.08303666114807
33,-92.16,-99.01000213623047,19.67616295814514
34,-101.0,-101.0,21.146421670913696
35,-94.56,-101.0,22.66919779777527
36,-95.93,-101.0,24.189927101135254
37,-96.99,-101.0,25.69602870941162
38,-94.48,-101.0,27.24317765235901
39,-100.48,-101.0,28.775426149368286
40,-95.06,-101.0,30.39489459991455
41,-94.46,-101.0,31.92101526260376
42,-101.0,-101.0,33.47217583656311
43,-96.8,-101.0,35.07335829734802
44,-101.74,-101.73999786376953,36.689348459243774
45,-97.25,-101.73999786376953,38.25368642807007
46,-93.35,-101.73999786376953,39.833794355392456
47,-86.29,-101.73999786376953,41.362969160079956
48,-102.92,-102.91999816894531,43.01169013977051
49,-99.61,-102.91999816894531,44.61830997467041
50,-89.18,-102.91999816894531,46.17896604537964
51,-83.12,-102.91999816894531,47.79978346824646
52,-85.16,-102.91999816894531,49.575355052948
53,-102.92,-102.91999816894531,51.169395446777344
54,-88.76,-102.91999816894531,52.83313846588135
55,-96.49,-102.91999816894531,54.44715738296509
56,-101.93,-102.91999816894531,56.178935527801514
57,-88.76,-102.91999816894531,57.72632908821106
58,-85.78,-102.91999816894531,59.37193489074707
59,-97.62,-102.91999816894531,60.95739221572876
60,-92.0,-102.91999816894531,62.62230324745178
61,-92.14,-102.91999816894531,64.22901916503906
62,-93.25,-102.91999816894531,65.91869258880615
63,-84.8,-102.91999816894531,67.57869577407837
64,-94.86,-102.91999816894531,69.17551040649414
65,-95.84,-102.91999816894531,70.78830599784851
66,-90.84,-102.91999816894531,72.40964722633362
67,-102.92,-102.91999816894531,74.09077072143555
68,-96.03,-102.91999816894531,75.78346157073975
69,-90.09,-102.91999816894531,77.5749101638794
70,-93.84,-102.91999816894531,79.19966888427734
71,-91.11,-102.91999816894531,80.83538579940796
72,-85.65,-102.91999816894531,82.47681903839111
73,-82.25,-102.91999816894531,84.16486287117004
74,-102.92,-102.91999816894531,85.83501768112183
75,-90.43,-102.91999816894531,87.50384998321533
76,-97.14,-102.91999816894531,89.32556104660034
77,-92.84,-102.91999816894531,91.04648661613464
78,-93.82,-102.91999816894531,92.78501510620117
79,-96.12,-102.91999816894531,94.47441983222961
80,-87.1,-102.91999816894531,96.27366209030151
81,-88.76,-102.91999816894531,98.04022192955017
82,-104.06,-104.05999755859375,99.89252662658691
83,-101.65,-104.05999755859375,101.64353728294373
84,-93.4,-104.05999755859375,103.43740010261536
85,-104.44,-104.44000244140625,105.20347929000854
86,-101.34,-104.44000244140625,106.87101244926453
87,-102.35,-104.44000244140625,108.70823049545288
88,-101.28,-104.44000244140625,110.55042505264282
89,-101.85,-104.44000244140625,112.35546278953552
90,-100.75,-104.44000244140625,114.15680599212646
91,-91.99,-104.44000244140625,115.95498585700989
92,-104.44,-104.44000244140625,117.67526745796204
93,-104.51,-104.51000213623047,119.56402802467346
94,-96.28,-104.51000213623047,121.44378137588501
95,-104.51,-104.51000213623047,123.21659064292908
96,-101.28,-104.51000213623047,125.1645154953003
97,-94.67,-104.51000213623047,126.97390675544739
98,-89.6,-104.51000213623047,128.79696393013
99,-82.75,-104.51000213623047,130.6868281364441
100,-98.32,-104.51000213623047,132.670978307724
101,-103.44,-104.51000213623047,134.5433714389801
102,-101.83,-104.51000213623047,136.48460054397583
103,-103.76,-104.51000213623047,138.3751459121704
104,-97.5,-104.51000213623047,140.2153778076172
105,-101.09,-104.51000213623047,142.21533942222595
106,-96.1,-104.51000213623047,144.09362173080444
107,-99.54,-104.51000213623047,146.10437774658203
108,-101.03,-104.51000213623047,148.01491498947144
109,-103.25,-104.51000213623047,149.9345257282257
110,-91.13,-104.51000213623047,151.88830757141113
111,-93.4,-104.51000213623047,153.8069999217987
112,-104.51,-104.51000213623047,155.80818057060242
113,-106.09,-106.08999633789062,157.75598764419556
114,-104.9,-106.08999633789062,159.7937593460083
115,-101.04,-106.08999633789062,161.83297514915466
116,-102.38,-106.08999633789062,163.8438858985901
